""
"12歲 "
"180秒能讓你的耳朵感到幸福嗎 "
18if
"22 7"
3月的獅子
4個人各自有著自己的秘密
86－不存在的戰區
91Days
A3
ACCA13區監察課
ACTIVE
AKB0048
"ALDNOAH ZERO"
ALICE
AMNESIA
ARGONAVIS
Angolmois
Anima
"Anne Happy"
Another
Assault
"B 彼之初"
BABY
BACK
BLEACH
BLOOD
BLUE
BRAVE10
BUDDY
BanG
Buddy
Build
"CAROLE  "
"CHAOS CHILD"
COPPELION
"CUE "
Caligula
Campione
Chaos
Charlotte
"Citrus  柑橘味香氣 "
"Classroom Crisis"
"Code Realize"
Concrete
Crossange
"CØDE BREAKER"
D4DJ
DARKER
DARLING
DAYS
"DECA DENCE"
DEVILSLINE
DOG
DOUBLE
Dance
Dimension
Do
"Dr STONE"
ENDRIDE
Estab
"FREE "
Fairy
"Fate Apocrypha"
"Fate EXTRA"
"Fate Grand"
"Fate Zero"
"Fate kaleid"
"Fate stay"
Flip
Free
GAMERS
GIBIATE
GIVEN
GJ部
GLASSLIP
GOD
GRANBELM
Guilty
HUNDRED
Hand
Happy
"Healin "
Hisone與Masotan
"ID "
"IDOLiSH7  "
INGRESS
"IS  Infinite"
ISLAND
ISUCA
IXION
"Infinite "
Irodorimidori
JOJO
JoJo的奇妙冒險
Just
"K "
KERORO
KILL
KING
Kill
LISTENERS
Lapis
Little
Love
Lycoris
"M3 其為黑鋼"
MAGI
MAR
MEGALO
MIX
"MUV LUV"
"Mix 明青故事"
"Muv Luv"
NANA
NORN9
"NULL  "
New
ORIENT
OVERLORD
One
"Opus COLORs"
Orange
"PSYCHO PASS"
PUI
PUPA
Pet
Planet
Praeter之傷
Princess
Punch
Qualidea
Q弟偵探因幡
RAIL
RDG
"RE MAIN"
REVENGER
RPG不動產
RWBY
Radiant
"Re CREATORS"
"Re Stage！Dream"
"Re 從零開始的異世界生活"
ReLIFE
Rebirth
Regalia
Rewrite
SAKUGAN
SELECTION
SHADOWS
SHIROBAKO
SK8
SLOW
"SPY FAMILY"
"SSSS DYNAZENON"
"SSSS GRIDMAN"
SWORD
Seiren
Slow
Sonny
"Star Twinkle"
TABOO
TARI
TRIGUN
TRINITY
TechnoRoid
"Tropical Rouge！光之美少女"
UQ
URAHARA
"UniteUp "
VENUS
VLADLOVE
"Vivy  Fluorite"
"W z"
WIXOSS
"WORKING  "
"WWW WORKING  "
"YU NO"
"YURI   on"
YUYU式
"Z X"
ZETMAN
sin
élDLIVE
"一個人的  小日子"
一弦定音
一拳超人
一起一起這裡那裡
一週的朋友
一騎當千
七大罪
七美德
"七騎士 革命  "
三坪房間的侵略者
三次元女友
三者三葉
三角窗外是黑夜
三顆星彩色冒險
下流梗不存在的灰暗世界
不愉快的妖怪庵
不會拿捏距離的阿波連同學
不正經的魔術講師與禁忌教典
不當哥哥了
不相信人類的冒險者們好像要去拯救世界
不要欺負我，長瀞同學
不起眼女主角培育法
不道德公會
世界征服
世界頂尖的暗殺者轉生為異世界貴族
中二病也想談戀愛
中華一番
久保同學不放過我
亂步奇譚
五等分的新娘
亞人醬有話要說
亞爾斯蘭戰記
京都寺町三條商店街的福爾摩斯
人渣的本願
人生
人類衰退之後
今天的明日香
付喪神出租中
伊甸星原
伊藤潤二驚選集
伽利略少女
佐佐木與宮野
佐賀偶像是傳奇
你與我最後的戰場，亦或是世界起始的聖戰
"你遭難了嗎 "
來玩遊戲吧
來自深淵
來自繽紛世界的明日
來自風平浪靜的明日
便利商店情人
信長老師的幼妻
修業魔女璐璐萌
俺物語
假面騎士
健全機鬥士
側車搭檔
"偵探已經，死了 "
偶像夢幻祭
偶像大師
偶像榮耀
偶像活動
偽姬物語
偽戀
偽物語
催眠麥克風
儘管如此世界依然美麗
元氣囝仔
元氣少女結緣神
"光明之心 幸福的麵包 "
入間同學入魔了
全員惡玉
全緝毒狂潮
全職高手
"全部成為F  THE"
八十龜觀察日記
八月的棒球甜心
"八男 別鬧了"
公主連結
六花的勇者
其中1個是妹妹
"其實我是 "
再得一勝
再見了，我的克拉默
冰劍的魔術師將要統一世界
冰屬性男子與無表情女子
冰菓
凪的明日
出包王女
出租女友
刀使之巫女
刀劍神域
"刃牙 死囚篇"
初戀怪獸
"初音島D C III"
別對映像研出手
刮掉鬍子的我與撿到的女高中生
刺客守則
刻刻
前輩有夠煩
前進吧！登山少女
創聖機械天使
劇場版
劍姬神聖譚
劍風傳奇
加油！同期醬
加速世界
勇利
勇者、辭職不幹了
勇者企劃
勇者死了！
勇者辭職不幹了
勇者鬥惡龍
動作女英雄啦啦水果
動物朋友
動物狂想曲
動畫同好會
十二國記
十二大戰
千緒的通學路
半妖的夜叉姬
半獸人的煩惱
半田君傳說
南家三姊妹
南鎌倉高校女子自行車社
博多豚骨拉麵團
"卡片戰鬥  "
卡片戰鬥！！先導者
即使如此依舊步步進逼
受讚頌者
叛逆性百萬亞瑟王
古見同學有交流障礙症
只有我不存在的城市
只有我能進入的隱藏迷宮
只有神知道的世界
只要別西卜大小姐喜歡就好
只要妳說妳愛我
"只要長得可愛，即使是變態你也喜歡嗎 "
叫我對大哥
可塑性記憶
史上最強大魔王轉生為村民A
史上最強弟子兼一
同居人是貓
名偵探柯南
吸血鬼僕人
吸血鬼馬上死
吹響吧！上低音號
呆萌酷男孩
命運石之門
和山田談場
和風喫茶鹿楓堂
咒術迴戰
咕嚕咕嚕魔法陣
品酒要在成為夫妻之後
哥吉拉
哥布林殺手
啄木鳥偵探社
"問題兒童都來自異世界 "
"喜歡本大爺的竟然就妳一個 "
單蠢女孩
喵咪days
噬血狂襲
四月是你的謊言
回復術士的重啟人生
因為不是真正的夥伴而被逐出勇者隊伍，流落
因為是反派大小姐所以養了魔王
"國中高一貫  "
國王排名
國王遊戲
土下座跪求給看
"在下坂本，有何貴幹 "
在地下城尋求邂逅是否搞錯了什麼
"在異世界獲得超強能力的我，在現實世界照樣無敵 等級提升改變人生命運 "
在盛夏等待
在魔王城說晚安
地獄少女
地球外少年少女
地球隊長
地縛少年花子君
坂道上的阿波羅
埃及神明們的日常
城下町的蒲公英
堀與宮村
